	room	message_count	num_of_players	onboarding_success_rate	final_success_rate	onboarding_types	onboarding_types_fine	game_types	final_agreement	most_common_tokens	onboarding_success_rate_coarse	final_success_rate_coarse	deli_correct	moderator_messages	submits_per_user	performance_gain	unique_tokens_count	tokens_count	submits_per_user	message_entropy	best_onboarding_score
01acf3e3-714c-4d53-9b74-9170a645bcd0	01acf3e3-714c-4d53-9b74-9170a645bcd0	21	3	0.6666666666666666	0.5833333333333334	Counter({'BIASED': 2, 'CORRECT': 1})	Counter({'A6': 2, '3A': 1})	Counter({'ALL_CHECKED': 2, 'BIASED + ODDS': 1})	0.6666666666666666	[('need', 6), ('yeah', 5), ('rule', 5), ('turn', 5), ('vowel', 4)]	0.3333333333333333	0.0	0	0	1.0	-0.08333333333333326	48	196	1.0	0.9748830897462035	1.0
8abe4ca7-8ded-46ab-ab7b-98993cfbbff1	8abe4ca7-8ded-46ab-ab7b-98993cfbbff1	27	4	0.5625	0.5	Counter({'BIASED': 2, 'OTHER_ERROR': 2})	Counter({'2E': 2, 'ET': 1, 'E': 1})	Counter({'BIASED': 4})	1.0	[('with', 8), ('that', 6), ('even', 3), ('vowel', 3), ('follow', 3)]	0.0	0.0	0	0	1.0	-0.0625	66	214	1.0	0.8864791530743102	0.75
459a391b-a7a5-4c43-8fc7-ca351e6eb29b	459a391b-a7a5-4c43-8fc7-ca351e6eb29b	24	2	0.5	0.5	Counter({'BIASED': 2})	Counter({'2A': 2})	Counter({'BIASED': 2})	1.0	[('that', 7), ('thats', 7), ('would', 5), ('what', 4), ('koala', 4)]	0.0	0.0	0	0	1.0	0.0	93	300	1.0	0.9798687566511527	0.5
2381fe73-4fc9-45cd-b0ad-84327c70c48d	2381fe73-4fc9-45cd-b0ad-84327c70c48d	12	2	0.5	0.75	Counter({'ALL_INCORRECT': 1, 'CORRECT': 1})	Counter({'P6': 1, '7A': 1})	Counter({'BIASED': 1, 'CORRECT': 1})	0.5	[('with', 2), ('even', 2), ('number', 2), ('other', 2), ('cards', 2)]	0.5	0.5	0	0	1.0	0.25	29	77	1.0	0.9798687566511527	1.0
6ff539eb-8b29-4f21-913e-041e4868ccc9	6ff539eb-8b29-4f21-913e-041e4868ccc9	20	3	0.5833333333333334	0.75	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'AK': 1, '4A': 1, 'A': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('even', 6), ('that', 4), ('have', 4), ('numbers', 4), ('vowels', 3)]	0.0	0.0	0	0	2.3333333333333335	0.16666666666666663	40	103	2.3333333333333335	0.858672711073255	0.75
6c366c06-57a8-4521-8dab-9b934a4aafd2	6c366c06-57a8-4521-8dab-9b934a4aafd2	77	3	0.5833333333333334	0.8333333333333334	Counter({'BIASED': 1, 'OTHER_ERROR': 1, 'ALL_CHECKED': 1})	Counter({'4E': 1, 'E': 1, 'M4E7': 1})	Counter({'CORRECT': 2, 'BIASED': 1})	0.6666666666666666	[('rule', 23), ('that', 22), ('even', 13), ('vowel', 13), ('have', 13)]	0.0	0.6666666666666666	1	0	2.0	0.25	159	766	2.0	0.9658184670020418	0.75
fbc45ae5-ec8f-4a42-98e1-47523af0c1c9	fbc45ae5-ec8f-4a42-98e1-47523af0c1c9	18	3	0.3333333333333333	0.8333333333333334	Counter({'BIASED': 2, 'ALL_INCORRECT': 1})	Counter({'4E': 2, '4X': 1})	Counter({'CORRECT': 2, 'BIASED': 1})	0.6666666666666666	[('number', 3), ('only', 3), ('even', 3), ('chose', 2), ('rule', 2)]	0.0	0.6666666666666666	1	0	1.3333333333333333	0.5	43	137	1.3333333333333333	1.0	0.5
b381d5ca-df12-447b-8b2d-27bae81f6f7d	b381d5ca-df12-447b-8b2d-27bae81f6f7d	25	3	0.5833333333333334	0.5	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'E2': 2, 'E': 1})	Counter({'BIASED': 3})	1.0	[('both', 6), ('that', 5), ('have', 4), ('sense', 4), ('hello', 3)]	0.0	0.0	0	0	1.0	-0.08333333333333337	73	197	1.0	0.977680872902037	0.75
d87b4f85-b97a-466a-8c46-7f2958839af8	d87b4f85-b97a-466a-8c46-7f2958839af8	24	3	0.5833333333333334	0.75	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'4U': 1, '4Uon': 1, 'U': 1})	Counter({'OTHER_ERROR': 3})	0.3333333333333333	[('think', 6), ('just', 6), ('with', 6), ('number', 5), ('only', 5)]	0.0	0.0	0	0	1.0	0.16666666666666663	70	234	1.0	0.9680589902708632	0.75
73981781-0363-4f3d-9577-9f563e9b774c	73981781-0363-4f3d-9577-9f563e9b774c	16	2	0.625	0.75	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'7': 1, 'E4': 1})	Counter({'CORRECT': 1, 'BIASED': 1})	0.5	[('other', 4), ('number', 4), ('pick', 4), ('only', 3), ('vowel', 3)]	0.0	0.5	1	0	1.0	0.125	44	175	1.0	0.8960382325345575	0.75
f68053f2-0e2b-4a69-a72c-767cf767d897	f68053f2-0e2b-4a69-a72c-767cf767d897	33	4	0.5625	0.75	Counter({'OTHER_ERROR': 3, 'BIASED': 1})	Counter({'9': 1, '2A': 1, 'Z': 1, 'A': 1})	Counter({'OTHER_ERROR': 4})	1.0	[('have', 9), ('that', 6), ('think', 5), ('even', 5), ('vowel', 5)]	0.0	0.0	0	0	1.0	0.1875	95	299	1.0	0.808303200406578	0.75
06d658f6-d0ad-4fef-9a1c-6353b9700f18	06d658f6-d0ad-4fef-9a1c-6353b9700f18	31	5	0.65	0.8	Counter({'OTHER_ERROR': 1, 'BIASED': 1, 'CORRECT': 1, 'BIASED + ODDS': 1, 'ALL_CHECKED': 1})	Counter({'76': 1, 'E6': 1, '7E': 1, '7E6': 1, '7EH6': 1})	Counter({'BIASED + ODDS': 4, 'CORRECT': 1})	0.8	[('have', 7), ('cards', 6), ('that', 6), ('vowel', 6), ('with', 6)]	0.2	0.2	0	0	1.2	0.15000000000000002	72	295	1.2	0.9763834999274414	1.0
1d490c0b-6192-48f0-8f7a-7ac3c4428ac6	1d490c0b-6192-48f0-8f7a-7ac3c4428ac6	33	3	0.6666666666666666	0.6666666666666666	Counter({'OTHER_ERROR': 2, 'ALL_CHECKED': 1})	Counter({'A': 2, '6A9B': 1})	Counter({'BIASED + ODDS': 2, 'BIASED': 1})	0.6666666666666666	[('vowel', 11), ('that', 10), ('flip', 7), ('number', 6), ('have', 5)]	0.0	0.0	0	0	2.0	0.0	54	276	2.0	0.9130293721553147	0.75
84fe8fef-afbe-42d3-8d77-46f7d1d5d4b5	84fe8fef-afbe-42d3-8d77-46f7d1d5d4b5	28	2	0.75	1.0	Counter({'CORRECT': 1, 'BIASED': 1})	Counter({'A7': 1, 'A6': 1})	Counter({'CORRECT': 2})	1.0	[('rule', 5), ('would', 5), ('what', 4), ('could', 4), ('its', 4)]	0.5	1.0	0	0	1.0	0.25	93	289	1.0	0.996316519558962	1.0
8fcea3b8-753b-4617-9e7d-dc985d748a51	8fcea3b8-753b-4617-9e7d-dc985d748a51	76	4	0.5625	0.875	Counter({'BIASED': 3, 'BIASED + ODDS': 1})	Counter({'A4': 3, '7A4': 1})	Counter({'CORRECT': 3, 'BIASED': 1})	0.75	[('vowel', 18), ('rule', 16), ('think', 11), ('side', 10), ('would', 9)]	0.0	0.75	1	0	1.75	0.3125	144	760	1.75	0.9591682835813513	0.75
222236d5-8d02-4864-8272-4340ffd05e5a	222236d5-8d02-4864-8272-4340ffd05e5a	34	4	0.5625	0.875	Counter({'BIASED': 2, 'OTHER_ERROR': 1, 'CORRECT': 1})	Counter({'6E': 2, '6': 1, 'E9': 1})	Counter({'CORRECT': 3, 'BIASED': 1})	0.75	[('have', 10), ('rule', 9), ('vowel', 8), ('even', 8), ('doesnt', 5)]	0.25	0.75	0	0	1.5	0.3125	68	293	1.5	0.951983906543883	1.0
59695316-8ed5-48e2-b924-ae52555724a9	59695316-8ed5-48e2-b924-ae52555724a9	15	2	0.75	0.75	Counter({'OTHER_ERROR': 1, 'BIASED + ODDS': 1})	Counter({'A': 1, 'A23': 1})	Counter({'BIASED + ODDS': 2})	1.0	[('with', 3), ('rule', 2), ('cards', 2), ('vowels', 2), ('side', 2)]	0.0	0.0	0	0	1.5	0.0	39	114	1.5	0.9182958340544896	0.75
12924100-f2c3-487e-83c0-bc3dedd16f2e	12924100-f2c3-487e-83c0-bc3dedd16f2e	50	5	0.45	0.8	Counter({'OTHER_ERROR': 2, 'CORRECT': 1, 'BIASED': 1, 'ALL_INCORRECT': 1})	Counter({'A7': 1, '7T': 1, 'A4': 1, 'T': 1, '4T': 1})	Counter({'CORRECT': 3, 'BIASED': 2})	0.6	[('that', 13), ('other', 8), ('even', 7), ('number', 7), ('have', 6)]	0.2	0.6	0	0	1.4	0.35000000000000003	109	537	1.4	0.8559358148186903	1.0
c6557d47-9e63-4787-ab87-0bef6fd32592	c6557d47-9e63-4787-ab87-0bef6fd32592	26	3	0.5833333333333334	1.0	Counter({'OTHER_ERROR': 1, 'BIASED': 1, 'CORRECT': 1})	Counter({'6': 1, 'E6': 1, 'E7': 1})	Counter({'CORRECT': 3})	1.0	[('flip', 4), ('rule', 4), ('even', 4), ('sounds', 3), ('number', 3)]	0.3333333333333333	1.0	0	0	1.6666666666666667	0.41666666666666663	45	166	1.6666666666666667	0.9986351928244432	1.0
a29b8da9-cda6-4f08-a939-5845e8e25a82	a29b8da9-cda6-4f08-a939-5845e8e25a82	20	3	0.5833333333333334	0.5833333333333334	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'U6': 2, 'U': 1})	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	0.6666666666666666	[('think', 3), ('number', 3), ('both', 3), ('pick', 3), ('will', 2)]	0.0	0.0	0	0	1.3333333333333333	0.0	30	103	1.3333333333333333	0.9976834773764094	0.75
fdc97e18-6dcf-45cc-93b3-a3dff83aff2b	fdc97e18-6dcf-45cc-93b3-a3dff83aff2b	8	2	0.875	1.0	Counter({'CORRECT': 1, 'OTHER_ERROR': 1})	Counter({'U9': 1, 'U': 1})	Counter({'CORRECT': 2})	1.0	[('selected', 2), ('select', 2), ('other', 2), ('cards', 2), ('with', 2)]	0.5	1.0	0	0	1.0	0.125	29	68	1.0	1.0	1.0
5230e824-e8b5-4a70-b22d-600d775249b3	5230e824-e8b5-4a70-b22d-600d775249b3	36	5	0.5	0.65	Counter({'OTHER_ERROR': 3, 'ALL_CHECKED': 1, 'BIASED': 1})	Counter({'S9': 1, 'SU49': 1, '4': 1, 'U4': 1, 'U': 1})	Counter({'OTHER_ERROR': 3, 'BIASED': 2})	0.6	[('only', 6), ('have', 6), ('test', 6), ('think', 5), ('even', 5)]	0.0	0.0	0	0	2.0	0.15000000000000002	85	311	2.0	0.9795827173860139	0.75
cd018ddc-a680-403a-a0fe-2ee9195440de	cd018ddc-a680-403a-a0fe-2ee9195440de	20	2	0.625	0.5	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'6E': 1, '3': 1})	Counter({'BIASED': 2})	1.0	[('submit', 5), ('would', 4), ('lets', 4), ('pick', 4), ('answer', 3)]	0.0	0.0	0	0	1.5	-0.125	56	155	1.5	0.9927744539878084	0.75
25f2fbd9-2c16-479e-b8bd-da911d0d91da	25f2fbd9-2c16-479e-b8bd-da911d0d91da	26	2	0.5	0.75	Counter({'OTHER_ERROR': 1, 'ALL_CHECKED': 1})	Counter({'UF': 1, '89UF': 1})	Counter({'BIASED + ODDS': 2})	1.0	[('flip', 11), ('that', 8), ('need', 7), ('prove', 4), ('even', 4)]	0.0	0.0	0	0	1.5	0.25	101	343	1.5	0.9828586897127056	0.5
561875b7-b29e-414d-9f96-6eda079af35b	561875b7-b29e-414d-9f96-6eda079af35b	45	4	0.5625	0.9375	Counter({'BIASED': 2, 'BIASED + ODDS': 1, 'OTHER_ERROR': 1})	Counter({'2U': 2, '2U3': 1, 'FU': 1})	Counter({'CORRECT': 3, 'BIASED + ODDS': 1})	0.75	[('have', 13), ('rule', 10), ('think', 9), ('that', 8), ('with', 8)]	0.0	0.75	1	0	2.5	0.375	103	467	2.5	0.859664779470892	0.75
f20383c6-ac17-49ea-bdf6-babf086eec59	f20383c6-ac17-49ea-bdf6-babf086eec59	8	2	0.625	0.625	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'A8': 1, 'A': 1})	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	0.5	[('vowel', 4), ('other', 4), ('that', 4), ('even', 3), ('side', 3)]	0.0	0.0	0	0	1.0	0.0	34	105	1.0	0.9544340029249649	0.75
cbc5cff3-68c4-49b0-b4b4-54e10af9f8e7	cbc5cff3-68c4-49b0-b4b4-54e10af9f8e7	21	2	0.375	0.875	Counter({'ALL_CHECKED': 1, 'OTHER_ERROR': 1})	Counter({'UK54': 1, 'K': 1})	Counter({'CORRECT': 1, 'BIASED + ODDS': 1})	0.5	[('sure', 6), ('need', 5), ('think', 4), ('turn', 4), ('card', 4)]	0.0	0.5	1	0	2.0	0.5	73	259	2.0	0.9852281360342516	0.5
19494ac6-8c27-4b65-9ae6-0da45e33601a	19494ac6-8c27-4b65-9ae6-0da45e33601a	24	2	0.625	0.75	Counter({'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'A': 1, 'A8': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('card', 4), ('what', 3), ('with', 3), ('vowel', 3), ('even', 3)]	0.0	0.0	0	0	1.0	0.125	53	148	1.0	0.9949848281859701	0.75
3db25d7f-75f5-428f-987f-eb4cec524502	3db25d7f-75f5-428f-987f-eb4cec524502	104	6	0.5833333333333334	0.7916666666666666	Counter({'BIASED': 4, 'OTHER_ERROR': 2})	Counter({'4A': 4, 'A': 1, 'DA3': 1})	Counter({'CORRECT': 3, 'BIASED': 2, 'BIASED + ODDS': 1})	0.5	[('that', 20), ('rule', 20), ('have', 18), ('vowel', 17), ('even', 17)]	0.0	0.5	1	0	1.0	0.20833333333333326	163	907	1.0	0.8286150850546333	0.75
8deeec50-f72b-429e-817f-c3873d7b21d9	8deeec50-f72b-429e-817f-c3873d7b21d9	19	3	0.6666666666666666	0.75	Counter({'OTHER_ERROR': 2, 'ALL_CHECKED': 1})	Counter({'74SA': 1, 'A': 1, '7': 1})	Counter({'OTHER_ERROR': 3})	0.6666666666666666	[('number', 6), ('select', 4), ('also', 3), ('option', 3), ('which', 3)]	0.0	0.0	0	0	1.0	0.08333333333333337	22	90	1.0	0.8730854735266302	0.75
d5390c89-8e2a-4f28-b3c0-5d0edc0bae0d	d5390c89-8e2a-4f28-b3c0-5d0edc0bae0d	24	3	0.5833333333333334	0.75	Counter({'BIASED': 2, 'OTHER_ERROR': 1})	Counter({'E8': 2, 'E': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('that', 5), ('vowel', 5), ('even', 5), ('with', 4), ('what', 4)]	0.0	0.0	0	0	1.0	0.16666666666666663	61	193	1.0	0.986270709416299	0.75
98fea542-1913-482f-b485-388dc25aff34	98fea542-1913-482f-b485-388dc25aff34	20	2	0.375	0.75	Counter({'OTHER_ERROR': 2})	Counter({'89': 1, '8': 1})	Counter({'OTHER_ERROR': 1, 'CORRECT': 1})	0.5	[('have', 6), ('think', 6), ('with', 4), ('would', 4), ('rule', 4)]	0.0	0.5	1	0	1.0	0.375	77	242	1.0	1.0	0.5
6e1afbe5-2545-40c4-b4fb-29d1dc8c27c2	6e1afbe5-2545-40c4-b4fb-29d1dc8c27c2	63	3	0.6666666666666666	0.8333333333333334	Counter({'ALL_CHECKED': 1, 'BIASED': 1, 'CORRECT': 1})	Counter({'9ED8': 1, 'E8': 1, '9E': 1})	Counter({'CORRECT': 2, 'BIASED': 1})	0.6666666666666666	[('have', 14), ('rule', 13), ('vowel', 9), ('dont', 9), ('about', 8)]	0.3333333333333333	0.6666666666666666	0	0	1.0	0.16666666666666674	119	567	1.0	0.9756094724221953	1.0
88f00b61-4d34-42c3-807a-18c754168762	88f00b61-4d34-42c3-807a-18c754168762	13	2	0.75	0.625	Counter({'OTHER_ERROR': 2})	Counter({'E': 2})	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	0.5	[('answer', 4), ('correct', 3), ('okay', 3), ('same', 2), ('right', 2)]	0.0	0.0	0	0	1.0	-0.125	27	68	1.0	0.9957274520849256	0.75
f7735a7d-ffea-41b9-b900-432aebd57a60	f7735a7d-ffea-41b9-b900-432aebd57a60	88	4	0.75	0.625	Counter({'CORRECT': 1, 'BIASED + ODDS': 1, 'OTHER_ERROR': 1, 'BIASED': 1})	Counter({'U7': 1, '4U7': 1, 'U': 1, '4U': 1})	Counter({'BIASED + ODDS': 2, 'BIASED': 2})	0.5	[('rule', 15), ('vowel', 14), ('that', 12), ('check', 11), ('even', 10)]	0.25	0.0	0	0	1.25	-0.125	138	666	1.25	0.9069638585390005	1.0
5af7e13c-c477-4f13-a0b7-aa4e669c31ef	5af7e13c-c477-4f13-a0b7-aa4e669c31ef	36	3	0.5833333333333334	1.0	Counter({'OTHER_ERROR': 1, 'CORRECT': 1, 'BIASED': 1})	Counter({'8': 1, '7O': 1, '8O': 1})	Counter({'CORRECT': 3})	1.0	[('flip', 5), ('yeah', 5), ('think', 4), ('that', 3), ('submit', 3)]	0.3333333333333333	1.0	0	0	1.6666666666666667	0.41666666666666663	69	218	1.6666666666666667	0.9978905192555036	1.0
d94a65a4-18d4-4f9b-ae7f-2841f9d2525f	d94a65a4-18d4-4f9b-ae7f-2841f9d2525f	19	2	0.25	0.5	Counter({'ALL_INCORRECT': 1, 'BIASED': 1})	Counter({'K8': 1, '8E': 1})	Counter({'BIASED': 2})	1.0	[('else', 3), ('first', 2), ('card', 2), ('here', 2), ('that', 2)]	0.0	0.0	0	0	1.0	0.25	42	104	1.0	0.9494520153879484	0.5
e1e55629-1b36-4540-805c-ccfff51f9f07	e1e55629-1b36-4540-805c-ccfff51f9f07	49	4	0.8125	1.0	Counter({'CORRECT': 2, 'BIASED + ODDS': 1, 'OTHER_ERROR': 1})	Counter({'5E': 2, '5E2': 1, '52': 1})	Counter({'CORRECT': 4})	1.0	[('vowel', 11), ('rule', 10), ('have', 8), ('other', 7), ('even', 7)]	0.5	1.0	0	0	1.5	0.1875	94	480	1.5	0.9296652111980677	1.0
19cae306-3bcb-4a1e-9ab4-8c5ac9590bd1	19cae306-3bcb-4a1e-9ab4-8c5ac9590bd1	28	2	0.5	1.0	Counter({'BIASED': 1, 'ALL_CHECKED': 1})	Counter({'A6': 1, '9GA6': 1})	Counter({'CORRECT': 2})	1.0	[('rule', 8), ('only', 5), ('other', 5), ('vowel', 5), ('numbers', 4)]	0.0	1.0	1	0	1.5	0.5	58	198	1.5	0.9852281360342516	0.5
f9f884d0-a2d0-405a-bb05-477193e124e8	f9f884d0-a2d0-405a-bb05-477193e124e8	40	5	0.5	0.7	Counter({'OTHER_ERROR': 3, 'BIASED': 2})	Counter({'E4': 2, '4': 1, 'E': 1, 'EC': 1})	Counter({'OTHER_ERROR': 4, 'BIASED': 1})	0.8	[('think', 8), ('have', 6), ('just', 5), ('hello', 4), ('cards', 4)]	0.0	0.0	0	0	1.0	0.19999999999999996	75	252	1.0	0.9553731189795629	0.75
746add0c-90be-4330-be50-459cb5dd35e0	746add0c-90be-4330-be50-459cb5dd35e0	20	3	0.6666666666666666	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'A8': 1, '3': 1, 'A': 1})	Counter({'BIASED': 3})	1.0	[('think', 4), ('correct', 2), ('solution', 1), ('what', 1), ('just', 1)]	0.0	0.0	0	0	1.3333333333333333	-0.16666666666666663	29	88	1.3333333333333333	0.9911594714322187	0.75
3c230ab1-f335-444c-8777-f33e91c335bc	3c230ab1-f335-444c-8777-f33e91c335bc	33	4	0.625	0.8125	Counter({'CORRECT': 2, 'BIASED': 1, 'ALL_INCORRECT': 1})	Counter({'5U': 2, 'U8': 1, '8K': 1})	Counter({'CORRECT': 2, 'OTHER_ERROR': 2})	0.5	[('number', 14), ('have', 13), ('even', 11), ('vowel', 10), ('because', 9)]	0.5	0.5	0	0	1.5	0.1875	105	489	1.5	0.956163022765723	1.0
3dcd69f6-45ae-4107-8d86-238b35789270	3dcd69f6-45ae-4107-8d86-238b35789270	23	3	0.6666666666666666	0.5	Counter({'BIASED': 1, 'BIASED + ODDS': 1, 'OTHER_ERROR': 1})	Counter({'6U': 1, '6U9': 1, 'U': 1})	Counter({'BIASED': 3})	0.6666666666666666	[('rule', 3), ('guess', 3), ('could', 3), ('like', 3), ('even', 3)]	0.0	0.0	0	0	2.0	-0.16666666666666663	83	206	2.0	0.998252681697666	0.75
3da6a613-d88b-4445-9607-37bb86949fc2	3da6a613-d88b-4445-9607-37bb86949fc2	17	3	0.75	1.0	Counter({'OTHER_ERROR': 1, 'CORRECT': 1, 'BIASED': 1})	Counter({'E': 1, '3E': 1, '2E': 1})	Counter({'CORRECT': 3})	1.0	[('vowel', 5), ('sure', 4), ('behind', 4), ('need', 3), ('even', 3)]	0.3333333333333333	1.0	0	0	1.3333333333333333	0.25	37	154	1.3333333333333333	0.9127332405984695	1.0
cd798264-f8cc-4673-af27-e9f298dc67c0	cd798264-f8cc-4673-af27-e9f298dc67c0	21	3	0.6666666666666666	0.8333333333333334	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'A': 2, 'A2': 1})	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	0.3333333333333333	[('only', 5), ('vowel', 5), ('even', 5), ('check', 4), ('need', 4)]	0.0	0.3333333333333333	1	0	1.0	0.16666666666666674	65	217	1.0	0.9937866610055328	0.75
b73d2e58-b71c-454b-a58c-0f43b6079bba	b73d2e58-b71c-454b-a58c-0f43b6079bba	28	3	0.8333333333333334	0.6666666666666666	Counter({'OTHER_ERROR': 2, 'CORRECT': 1})	Counter({'U': 2, '3U': 1})	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	0.3333333333333333	[('have', 6), ('even', 6), ('vowel', 4), ('number', 4), ('would', 4)]	0.3333333333333333	0.0	0	0	1.0	-0.16666666666666674	83	252	1.0	0.9101823813017114	1.0
bd03bf5a-c0ac-410d-add2-6cff3a77a233	bd03bf5a-c0ac-410d-add2-6cff3a77a233	10	2	0.75	0.75	Counter({'BIASED + ODDS': 1, 'OTHER_ERROR': 1})	Counter({'9A8': 1, 'A': 1})	Counter({'BIASED + ODDS': 2})	1.0	[('that', 4), ('have', 4), ('other', 3), ('side', 3), ('letter', 3)]	0.0	0.0	0	0	1.0	0.0	36	114	1.0	1.0	0.75
03714d9c-9c47-4103-9b61-ed51c76e1ef6	03714d9c-9c47-4103-9b61-ed51c76e1ef6	18	3	0.3333333333333333	0.5	Counter({'OTHER_ERROR': 2, 'BIASED': 1})	Counter({'U4': 1, 'C': 1, '4': 1})	Counter({'BIASED': 3})	1.0	[('with', 4), ('chose', 3), ('work', 3), ('vowel', 2), ('number', 2)]	0.0	0.0	0	0	1.3333333333333333	0.16666666666666669	27	100	1.3333333333333333	0.991532399729883	0.5
51930b4f-3901-4487-968f-fd8182cbd487	51930b4f-3901-4487-968f-fd8182cbd487	34	3	0.3333333333333333	0.6666666666666666	Counter({'ALL_INCORRECT': 1, 'ALL_CHECKED': 1, 'BIASED': 1})	Counter({'2T': 1, '7U2T': 1, 'U2': 1})	Counter({'BIASED + ODDS': 2, 'BIASED': 1})	0.6666666666666666	[('vowel', 10), ('need', 9), ('since', 6), ('cards', 6), ('even', 6)]	0.0	0.0	0	0	1.0	0.3333333333333333	82	400	1.0	0.959372172598322	0.5
d805a779-2e6b-4742-9f92-5157b4f9f6a5	d805a779-2e6b-4742-9f92-5157b4f9f6a5	51	5	0.7	0.7	Counter({'OTHER_ERROR': 3, 'BIASED': 1, 'BIASED + ODDS': 1})	Counter({'A': 2, 'A4': 1, '5A4': 1, '5DA': 1})	Counter({'BIASED + ODDS': 4, 'NONE_CHECKED': 1})	0.6	[('think', 7), ('that', 7), ('have', 6), ('only', 6), ('just', 6)]	0.0	0.0	0	0	1.0	0.0	124	428	1.0	0.9235431665714788	0.75
3c440b2a-b483-4ad4-a1ec-c66df4bddbe9	3c440b2a-b483-4ad4-a1ec-c66df4bddbe9	16	3	0.5	0.5	Counter({'OTHER_ERROR': 3})	Counter({'Z5': 1, 'Z': 1, 'A': 1})	Counter({'OTHER_ERROR': 3})	1.0	[('since', 2), ('even', 2), ('have', 2), ('turn', 2), ('cool', 2)]	0.0	0.0	0	0	1.0	0.0	51	135	1.0	0.9497012164384109	0.75
4f93f7a5-f387-43ec-9adb-55b8cbd6c22f	4f93f7a5-f387-43ec-9adb-55b8cbd6c22f	12	2	0.875	1.0	Counter({'CORRECT': 1, 'BIASED + ODDS': 1})	Counter({'E9': 1, 'E29': 1})	Counter({'CORRECT': 2})	1.0	[('have', 4), ('even', 4), ('doesnt', 4), ('think', 3), ('must', 3)]	0.5	1.0	0	0	1.0	0.125	53	161	1.0	0.9798687566511527	1.0
2928690e-5301-4485-b6ee-b34d43bcedd0	2928690e-5301-4485-b6ee-b34d43bcedd0	13	2	0.625	0.75	Counter({'BIASED': 1, 'OTHER_ERROR': 1})	Counter({'8A': 1, 'A': 1})	Counter({'OTHER_ERROR': 2})	1.0	[('only', 4), ('because', 3), ('rule', 3), ('that', 3), ('would', 2)]	0.0	0.0	0	0	1.0	0.125	71	163	1.0	0.961236604722876	0.75
069dce94-a359-41a6-afb5-d9d074c7fcc3	069dce94-a359-41a6-afb5-d9d074c7fcc3	44	4	0.625	0.75	Counter({'ALL_CHECKED': 1, 'BIASED': 1, 'OTHER_ERROR': 1, 'BIASED + ODDS': 1})	Counter({'85GU': 1, '8U': 1, 'U': 1, '85U': 1})	Counter({'CORRECT': 2, 'ALL_CHECKED': 1, 'BIASED': 1})	0.5	[('rule', 10), ('that', 9), ('need', 8), ('think', 7), ('have', 7)]	0.0	0.5	1	0	1.0	0.125	111	436	1.0	0.9553428962147628	0.75
3a86df26-402a-4633-a51f-c742da28a74b	3a86df26-402a-4633-a51f-c742da28a74b	12	2	0.75	1.0	Counter({'CORRECT': 1, 'ALL_CHECKED': 1})	Counter({'5A': 1, 'V58A': 1})	Counter({'CORRECT': 2})	1.0	[('think', 2), ('ones', 2), ('that', 2), ('verify', 2), ('seems', 2)]	0.5	1.0	0	0	1.0	0.25	51	109	1.0	1.0	1.0
5f8ffdf7-0996-4464-93fe-4589416772df	5f8ffdf7-0996-4464-93fe-4589416772df	37	3	0.75	0.75	Counter({'ALL_CHECKED': 1, 'BIASED + ODDS': 1, 'CORRECT': 1})	Counter({'XE85': 1, 'E85': 1, 'E5': 1})	Counter({'BIASED + ODDS': 3})	1.0	[('yeah', 5), ('think', 5), ('guys', 4), ('need', 4), ('then', 3)]	0.3333333333333333	0.0	0	0	1.0	0.0	89	302	1.0	0.9316724914406802	1.0
21e9c1c2-a682-4b65-9f7e-893b193aab5e	21e9c1c2-a682-4b65-9f7e-893b193aab5e	18	4	0.6875	1.0	Counter({'OTHER_ERROR': 2, 'BIASED': 1, 'CORRECT': 1})	Counter({'4A': 1, 'A': 1, 'LA': 1, '3A': 1})	Counter({'CORRECT': 4})	1.0	[('test', 4), ('have', 4), ('even', 3), ('rule', 3), ('hello', 2)]	0.25	1.0	0	0	1.5	0.3125	49	141	1.5	0.952437502577629	1.0
